0,00;0,00;0,00
1,64;-0,22;-0,01
70,39;-48,55;-3,43
87,25;-63,94;-5,87
99,12;-83,80;-8,95
110,63;-106,99;-11,53
127,46;-157,84;-17,96
137,74;-170,25;-19,44
156,78;-190,53;-23,13
192,74;-219,19;-26,65
199,04;-226,28;-27,36
203,47;-234,27;-28,05
205,66;-241,49;-28,70
205,93;-252,82;-29,85
202,53;-264,84;-32,14
193,98;-277,87;-34,19
178,40;-286,70;-35,69
153,32;-292,01;-38,03
132,10;-292,53;-40,44
107,22;-289,72;-43,40
85,84;-284,46;-46,70
61,33;-282,77;-49,49
31,92;-290,43;-51,39
1,95;-307,76;-53,31
-18,12;-315,38;-55,18
-39,32;-319,23;-56,73
-62,80;-315,31;-57,48
-75,96;-309,24;-57,52
-97,68;-293,09;-56,40
-115,92;-269,26;-54,38
-147,44;-228,13;-49,58
-153,28;-222,48;-49,26
-257,07;-150,60;-47,83
-276,03;-134,88;-48,00
-293,89;-111,71;-47,54
-300,90;-93,51;-47,13
-304,83;-81,07;-46,59
-308,79;-57,75;-45,72
-309,24;-37,41;-46,07
-307,27;-21,95;-46,05
-300,91;-3,92;-45,72
-254,73;80,93;-41,85
-229,98;116,80;-39,09
-204,85;150,90;-35,49
-147,32;214,90;-22,75
-141,14;221,81;-21,51
-107,41;255,49;-17,27
-55,28;304,24;-11,75
-41,86;313,62;-9,70
-34,85;317,87;-8,86
-27,91;318,45;-7,24
-22,44;314,47;-5,15
-19,66;309,14;-3,74
-17,76;300,70;-2,20
-19,75744249;294,3569344;-1,86
-42,3995853;230,1485878;1,314
-73,59773801;155,6854486;-0,217
-78,15847092;134,885612;-1,288
-80,47867717;114,3157416;-1,444
-79,21896564;95,53646823;-1,117
-73,31594055;73,43873974;-0,836
-61,43938981;52,25062666;-0,46
-52,80653918;40,16531988;-0,563
-40,14865012;30,76126188;-0,313
-30,70435603;21,6796266;-0,195
